11173,665803,4
11173,2507106,4
11173,2477948,3
11173,2057435,2
11173,352313,3
11173,353263,3
11173,1543214,5
11173,1568182,4
11173,2076458,3
11173,2229935,2
11173,2238103,3
11173,992186,3
11173,26424,3
11173,1125766,4
11173,2061834,3
11173,955945,4
11173,637473,3
11173,2391154,4
11173,178588,5
11173,1648695,2
11173,1115274,3
11173,2102030,3
11173,2428636,4
11173,1679793,4
11173,1679741,3
11173,828128,4
11173,1912348,5
11173,2440791,3
11173,137232,3
11173,234798,4
11173,367549,2
11173,2437118,3
11173,1947,3
11173,1540840,4
11173,2623202,3
11173,193190,1
11173,178352,3
11173,1858818,3
11173,804617,4
11173,480239,4
11173,2043581,4
11173,1766260,4
11173,291248,3
11173,2559666,3
11173,1741721,1
11173,873781,4
11173,2072798,3
11173,1593001,4
11173,596980,4
11173,408734,3
11173,1511955,5
11173,693911,3
11173,507248,5
11173,2462804,4
11173,1044346,1
11173,98044,4
11173,2575188,5
11173,750387,5
11173,329976,3
11173,1289880,4
11173,2596679,4
11173,781778,5
11173,604396,3
11173,747485,4
11173,2134223,3
11173,321190,3
11173,2586886,3
11173,1009622,1
11173,487610,4
11173,1901751,3
11173,317829,4
11173,505237,3
11173,780948,4
11173,2506423,4
11173,356037,3
11173,197052,2
11173,2337830,4
11173,1104703,5
11173,722724,3
11173,1943596,3
11173,1937486,1
11173,1710319,5
11173,2058312,5
11173,2595201,4
11173,2048829,5
11173,2150718,4
11173,1413561,3
11173,2081858,4
11173,2293996,3
11173,2416978,5
11173,310400,3
11173,41337,1
11173,1898393,2
11173,1621411,3
11173,1386913,4
11173,590535,4
11173,1473638,3
11173,2078303,3
11173,997677,1
11173,455460,5
11173,1443236,4
11173,2404442,4
11173,845653,2
11173,2206704,4
11173,1957208,5
11173,1520095,3
11173,2070937,4
11173,248751,3
11173,1163155,3
11173,846667,3
11173,2189086,3
11173,720940,3
11173,785342,4
11173,290951,3
11173,1266666,2
11173,203299,3
11173,81031,3
11173,302715,4
11173,474691,5
11173,602611,4
11173,214556,4
11173,1050148,1
11173,161721,2
11173,703572,4
11173,578479,5
11173,2404783,3
11173,1973956,5
11173,1700640,3
11173,160768,4
11173,1423748,4
11173,2346668,4
11173,1290557,3
11173,1273665,2
11173,1841531,2
11173,242351,3
11173,112869,2
11173,49163,3
11173,547691,5
11173,2208697,3
11173,1954560,3
11173,778620,3
11173,238595,1
11173,274106,1
11173,1335524,4
11173,1722859,3
11173,2323883,4
11173,2246138,5
11173,2398879,3
11173,1177657,5
11173,2011360,2
11173,2188113,2
11173,691512,4
11173,371654,2
11173,2412910,1
11173,1931026,3
11173,2023118,5
11173,40448,3
11173,2627483,3
11173,1684177,4
11173,2290601,5
11173,504535,4
11173,1839977,4
11173,194511,5
11173,2407893,4
11173,2045827,1
11173,829753,4
11173,2030530,4
11173,318380,3
11173,163920,3
11173,1578203,3
11173,651557,4
11173,1263031,3
11173,2341605,4
11173,2209835,3
11173,23024,5
11173,1138359,4
11173,1298639,3
11173,2636487,2
11173,2603582,4
11173,399548,4
11173,1061353,3
11173,671128,4
11173,1648978,2
11173,2520513,5
11173,1175506,3
11173,30391,3
11173,2077322,2
11173,1239410,5
11173,356475,5
11173,913495,4
11173,1828587,4
11173,389321,3
11173,2029103,2
11173,676070,4
11173,2365530,3
11173,1553126,4
11173,604631,5
11173,2408743,3
11173,624777,2
11173,1740124,4
11173,417530,4
11173,973538,3
11173,1552853,4
11173,1277410,3
11173,2615660,4
11173,1747179,4
11173,1930792,5
11173,2582244,4
11173,813376,4
11173,1737894,3
11173,1431251,3
11173,1607533,2
11173,627422,3
11173,2467382,3
11173,2450082,2
11173,687974,2
11173,926579,2
11173,1532812,4
11173,1582303,3
11173,568883,3
11173,1450590,3
11173,2607914,4
11173,1917508,1
11173,607572,3
11173,1323361,4
11173,632664,3
11173,1574662,3
11173,1509243,3
11173,706665,1
11173,2370974,3
11173,739511,5
11173,2448195,3
11173,874024,5
11173,2470287,5
11173,2246845,4
11173,2444746,4
11173,1511575,3
11173,257583,2
11173,2103029,4
11173,1229538,4
11173,1297340,5
11173,1518269,3
11173,1051963,3
11173,2173196,4
11173,42123,4
11173,376346,4
11173,111591,3
11173,419304,5
11173,1044564,4
11173,280621,4
11173,940240,2
11173,23421,3
11173,247999,4
11173,890792,5
11173,2427520,4
11173,2317264,5
11173,2365148,3
11173,381518,4
11173,478827,4
11173,2017214,3
11173,586835,3
11173,1700782,1
11173,59,4
11173,439674,2
11173,992679,2
11173,1596387,2
11173,825282,3
11173,1906305,2
11173,2645680,5
11173,659853,5
11173,589709,3
11173,1564597,3
11173,782482,4
11173,1764950,3
11173,341342,4
11173,2029461,5
11173,1663428,5
11173,1626810,4
11173,600450,1
11173,416362,4
11173,579787,3
11173,1495288,1
11173,1038467,2
11173,1997715,3
11173,1565502,4
11173,1015124,4
11173,1292118,3
11173,60469,3
11173,548288,4
11173,522634,4
11173,989370,2
11173,1294643,3
11173,1946517,4
11173,727061,4
11173,1405011,3
11173,566927,3
11173,2160421,3
11173,885093,4
11173,1957994,4
11173,677516,4
11173,551587,3
11173,1610263,2
11173,503235,4
11173,1759284,3
11173,1512288,3
11173,1325600,2
11173,1813876,3
11173,2283008,4
11173,2140725,3
11173,1532779,3
11173,2077990,5
11173,376204,3
11173,55878,3
11173,1006295,3
11173,1755462,4
11173,2385614,3
11173,1617385,3
11173,2220559,5
11173,129576,3
11173,2052862,4
11173,2303753,3
11173,2424839,2
11173,2362512,4
11173,2284646,3
11173,2432009,2
11173,1335336,4
11173,778033,4
11173,2037185,1
11173,1867247,3
11173,1242367,1
11173,1840463,2
11173,2022426,4
11173,1259846,4
11173,1396845,3
11173,264655,3
11173,312038,4
11173,2501034,1
11173,2370268,5
11173,859704,2
11173,2122721,4
11173,1242948,4
11173,541160,3
11173,991465,2
11173,212606,4
11173,1572464,4
11173,1413489,1
11173,2613637,4
11173,287843,4
11173,266196,3
11173,1389690,3
11173,2139656,4
11173,2344669,4
11173,964401,5
11173,58773,3
11173,1741498,4
11173,1231378,4
11173,1446050,4
11173,701440,3
11173,22295,2
11173,956096,3
11173,650301,3
11173,1698135,2
11173,440590,3
11173,849342,3
11173,1308315,2
11173,463712,3
11173,603357,4
11173,31997,5
11173,2052654,4
11173,2472308,3
11173,700580,2
11173,1859685,5
11173,2146672,4
11173,2276836,3
11173,1142056,5
11173,319732,2
11173,574388,3
11173,2225331,4
11173,2371396,4
11173,1352618,4
11173,2326175,4
11173,1920856,4
11173,1203701,5
11173,1055705,4
11173,2435106,3
11173,1253773,3
11173,2579950,2
11173,1208586,4
11173,172598,4
11173,293766,1
11173,1927638,2
11173,1557266,4
11173,2444438,5
11173,690206,5
11173,331495,4
11173,1070640,3
11173,778841,3
11173,1732623,3
11173,2201323,5
11173,2602396,1
11173,511664,3
11173,691878,3
11173,2270431,5
11173,32346,4
11173,498447,5
11173,1599394,3
11173,398551,4
11173,707212,3
11173,2482331,4
11173,2571175,5
11173,333426,4
11173,1561427,2
11173,592158,4
11173,583340,5
11173,2259050,4
11173,2148643,4
11173,2311324,4
11173,59913,3
11173,390893,5
11173,1332983,1
11173,1805360,4
11173,2095263,4
11173,977753,5
11173,2134937,5
11173,2142947,3
11173,2108199,4
11173,1811841,2
11173,2507581,1
11173,713249,4
11173,957953,2
11173,1854875,4
11173,2375743,5
11173,1321965,3
11173,522654,2
11173,2509215,4
11173,1927237,4
11173,14642,5
11173,2387219,5
11173,1144517,5
11173,396951,3
11173,572122,3
11173,1280120,4
11173,1014406,4
11173,1018379,4
11173,451151,2
11173,1484714,4
11173,271366,4
11173,1086480,3
11173,981936,3
11173,2429347,4
11173,199769,3
11173,1470898,5
11173,1416917,4
11173,1787480,4
11173,1134816,4
11173,1772247,5
11173,479327,2
11173,2543679,3
11173,1628706,1
11173,980181,3
11173,2443785,3
11173,35399,5
11173,1522823,4
11173,1616032,5
11173,25810,4
11173,2122991,4
11173,1986275,3
11173,645596,3
11173,192110,4
11173,1536492,3
11173,2505123,4
11173,1618987,3
11173,1925061,5
11173,1929487,5
11173,2393246,2
11173,1409501,4
11173,1786296,5
11173,842026,3
11173,2349120,4
11173,90281,4
11173,1881897,4
11173,2330910,3
11173,273134,4
11173,2125329,5
11173,2534796,4
11173,1488177,3
11173,1474123,3
11173,1181160,4
11173,1699779,4
11173,680979,3
11173,2356951,3
11173,1418758,3
11173,2196969,4
11173,496699,4
11173,604070,3
11173,1872822,3
11173,79772,2
11173,2445177,3
11173,1509516,4
11173,2001615,3
11173,780160,4
11173,401707,3
11173,139375,4
11173,1273233,5
11173,438822,2
11173,1562015,3
11173,1573490,4
11173,1997103,4
11173,2190302,5
11173,578026,3
11173,33607,5
11173,2324209,3
11173,1079625,2
11173,1588953,4
11173,1797546,4
11173,1619494,4
11173,60157,4
11173,2128336,2
11173,437130,3
11173,1276604,2
11173,412836,4
11173,1932785,4
11173,308943,3
11173,2418335,4
11173,338575,1
11173,2623111,5
11173,1905595,4
11173,1808164,5
11173,2098474,4
11173,2045603,3
11173,339560,4
11173,2384980,4
11173,2523129,4
11173,90749,4
11173,1320297,3
11173,2282,2
11173,1226253,4
11173,1110571,5
11173,1385988,1
11173,1036927,2
11173,966992,2
11173,1168532,5
11173,275630,3
11173,871982,5
11173,252737,2
11173,1757843,3
11173,299896,3
11173,30010,2
11173,1291611,5
11173,659173,1
11173,666142,4
11173,1458515,1
11173,2168157,4
11173,1753538,5
11173,491623,4
11173,2250574,3
11173,126681,2
11173,2447205,3
11173,700108,4
11173,2571020,3
11173,709755,3
11173,326183,5
11173,2088301,4
11173,303180,3
11173,435176,2
11173,926954,1
11173,2308192,2
11173,1579907,1
11173,1262868,2
11173,1503932,5
11173,2486803,4
11173,1613650,4
11173,1812410,3
11173,438057,4
11173,322878,3
11173,1383778,2
11173,1276381,4
11173,2637169,4
11173,1997537,3
11173,106274,3
11173,1093210,3
11173,1618897,3
11173,1349821,2
11173,1496080,4
11173,2574346,4
11173,1219349,4
11173,2114435,2
11173,1060657,2
11173,1185435,3
11173,66560,3
11173,1422561,1
11173,358765,1
11173,2361430,2
11173,1215375,4
11173,935532,3
11173,1858421,5
11173,1720710,3
11173,1740348,2
11173,2392187,3
11173,1288283,4
11173,2374183,4
11173,1327567,2
11173,2439945,4
11173,548377,4
11173,371686,4
11173,969753,4
11173,676573,3
11173,213902,4
11173,1496529,4
11173,1394815,3
11173,1749903,3
11173,287325,3
11173,1515173,5
11173,1371210,4
11173,102867,3
11173,1874239,4
11173,27110,3
11173,462344,1
11173,39490,3
11173,1531049,3
11173,1562670,3
11173,1224959,3
11173,1756289,4
11173,714499,3
11173,20392,3
11173,1595844,5
11173,921528,4
11173,1591584,4
11173,2044389,4
11173,753195,3
11173,811409,4
11173,125765,4
11173,427931,3
11173,1540127,5
11173,273019,5
11173,1233555,4
